title,release_year,language_name,rental_duration,rental_rate,replacement_cost,rating,actor_name,category_name
Paycheck Wait,2006,English             ,4,4.99,27.99,PG-13,Russell Bacall,Drama
Prix Undefeated,2006,English             ,4,2.99,13.99,R,Russell Bacall,Family
Reunion Witches,2006,English             ,3,0.99,26.99,R,Russell Bacall,Drama
Sea Virgin,2006,English             ,4,2.99,24.99,PG,Russell Bacall,Drama
Sierra Divide,2006,English             ,3,0.99,12.99,NC-17,Russell Bacall,Sports
Soldiers Evolution,2006,English             ,7,4.99,27.99,R,Russell Bacall,Sci-Fi
Spinal Rocky,2006,English             ,7,2.99,12.99,PG-13,Russell Bacall,Family
Streetcar Intentions,2006,English             ,5,4.99,11.99,R,Russell Bacall,Horror
Sunrise League,2006,English             ,3,4.99,19.99,PG-13,Russell Bacall,Animation
Suspects Quills,2006,English             ,4,2.99,22.99,PG,Russell Bacall,Action
Worker Tarzan,2006,English             ,7,2.99,26.99,R,Russell Bacall,Travel
Arachnophobia Rollercoaster,2006,English             ,4,2.99,24.99,PG-13,Morgan Hopkins,Horror
Boiled Dares,2006,English             ,7,4.99,13.99,PG,Morgan Hopkins,Travel
Candidate Perdition,2006,English             ,4,2.99,10.99,R,Morgan Hopkins,Classics
Contact Anonymous,2006,English             ,7,2.99,10.99,PG-13,Morgan Hopkins,Travel
Deceiver Betrayed,2006,English             ,7,0.99,22.99,NC-17,Morgan Hopkins,Drama
Dracula Crystal,2006,English             ,7,0.99,26.99,G,Morgan Hopkins,Classics
Drums Dynamite,2006,English             ,6,0.99,11.99,PG,Morgan Hopkins,Horror
Excitement Eve,2006,English             ,3,0.99,20.99,G,Morgan Hopkins,Action
Flatliners Killer,2006,English             ,5,2.99,29.99,G,Morgan Hopkins,Sports
Gentlemen Stage,2006,English             ,6,2.99,22.99,NC-17,Morgan Hopkins,Foreign
Harry Idaho,2006,English             ,5,4.99,18.99,PG-13,Morgan Hopkins,Drama
Loathing Legally,2006,English             ,4,0.99,29.99,R,Morgan Hopkins,Classics
Order Betrayed,2006,English             ,7,2.99,13.99,PG-13,Morgan Hopkins,Travel
Papi Necklace,2006,English             ,3,0.99,9.99,PG,Morgan Hopkins,Travel
Pet Haunting,2006,English             ,3,0.99,11.99,PG,Morgan Hopkins,Foreign
Pinocchio Simon,2006,English             ,4,4.99,21.99,PG,Morgan Hopkins,Comedy
Prix Undefeated,2006,English             ,4,2.99,13.99,R,Morgan Hopkins,Family
Records Zorro,2006,English             ,7,4.99,11.99,PG,Morgan Hopkins,Sports
Reign Gentlemen,2006,English             ,3,2.99,29.99,PG-13,Morgan Hopkins,Sci-Fi
Reservoir Adaptation,2006,English             ,7,2.99,29.99,PG-13,Morgan Hopkins,Foreign
Rings Heartbreakers,2006,English             ,5,0.99,17.99,G,Morgan Hopkins,Action
Rugrats Shakespeare,2006,English             ,4,0.99,16.99,PG-13,Morgan Hopkins,Action
Stagecoach Armageddon,2006,English             ,5,4.99,25.99,R,Morgan Hopkins,Action
Tights Dawn,2006,English             ,5,0.99,14.99,R,Morgan Hopkins,Sports
Uncut Suicides,2006,English             ,7,2.99,29.99,PG-13,Morgan Hopkins,Music
West Lion,2006,English             ,4,4.99,29.99,G,Morgan Hopkins,Drama
Wolves Desire,2006,English             ,7,0.99,13.99,NC-17,Morgan Hopkins,Travel
Ali Forever,2006,English             ,4,4.99,21.99,PG,Morgan Mcdormand,Horror
Betrayed Rear,2006,English             ,5,4.99,26.99,NC-17,Morgan Mcdormand,Children
Boulevard Mob,2006,English             ,3,0.99,11.99,R,Morgan Mcdormand,New
Clueless Bucket,2006,English             ,4,2.99,13.99,R,Morgan Mcdormand,Action
Crazy Home,2006,English             ,7,2.99,24.99,PG,Morgan Mcdormand,Comedy
Crow Grease,2006,English             ,6,0.99,22.99,PG,Morgan Mcdormand,Action
Darko Dorado,2006,English             ,3,4.99,13.99,NC-17,Morgan Mcdormand,Action
Divorce Shining,2006,English             ,3,2.99,21.99,G,Morgan Mcdormand,Sports
Driver Annie,2006,English             ,4,2.99,11.99,PG-13,Morgan Mcdormand,Sports
Fatal Haunted,2006,English             ,6,2.99,24.99,PG,Morgan Mcdormand,New
Frogmen Breaking,2006,English             ,5,0.99,17.99,R,Morgan Mcdormand,Travel
Holes Brannigan,2006,English             ,7,4.99,27.99,PG,Morgan Mcdormand,Sports
Holy Tadpole,2006,English             ,6,0.99,20.99,R,Morgan Mcdormand,Classics
Illusion Amelie,2006,English             ,4,0.99,15.99,R,Morgan Mcdormand,Foreign
Loverboy Attacks,2006,English             ,7,0.99,19.99,PG-13,Morgan Mcdormand,New
Neighbors Charade,2006,English             ,3,0.99,20.99,R,Morgan Mcdormand,Sports
Sagebrush Clueless,2006,English             ,4,2.99,28.99,G,Morgan Mcdormand,Documentary
Sleuth Orient,2006,English             ,4,0.99,25.99,NC-17,Morgan Mcdormand,Games
Spice Sorority,2006,English             ,5,4.99,22.99,NC-17,Morgan Mcdormand,Drama
Star Operation,2006,English             ,5,2.99,9.99,PG,Morgan Mcdormand,Sports
Suit Walls,2006,English             ,3,4.99,12.99,R,Morgan Mcdormand,Games
Sunset Racer,2006,English             ,6,0.99,28.99,NC-17,Morgan Mcdormand,Family
Troopers Metal,2006,English             ,3,0.99,20.99,R,Morgan Mcdormand,New
Wash Heavenly,2006,English             ,7,4.99,22.99,R,Morgan Mcdormand,Foreign
Wrong Behavior,2006,English             ,6,2.99,10.99,PG-13,Morgan Mcdormand,Children
Badman Dawn,2006,English             ,6,2.99,22.99,R,Harrison Bale,Sci-Fi
Ballroom Mockingbird,2006,English             ,6,0.99,29.99,G,Harrison Bale,Foreign
Double Wrath,2006,English             ,4,0.99,28.99,R,Harrison Bale,Animation
Doubtfire Labyrinth,2006,English             ,5,4.99,16.99,R,Harrison Bale,Foreign
Elephant Trojan,2006,English             ,4,4.99,24.99,PG-13,Harrison Bale,Horror
Fantasia Park,2006,English             ,5,2.99,29.99,G,Harrison Bale,Games
Greedy Roots,2006,English             ,7,0.99,14.99,R,Harrison Bale,Drama
Groove Fiction,2006,English             ,6,0.99,13.99,NC-17,Harrison Bale,Sports
Half Outfield,2006,English             ,6,2.99,25.99,PG-13,Harrison Bale,Family
Homicide Peach,2006,English             ,6,2.99,21.99,PG-13,Harrison Bale,Family
Lady Stage,2006,English             ,4,4.99,14.99,PG,Harrison Bale,Horror
Lose Inch,2006,English             ,3,0.99,18.99,R,Harrison Bale,Foreign
Muppet Mile,2006,English             ,5,4.99,18.99,PG,Harrison Bale,Foreign
Nash Chocolat,2006,English             ,6,2.99,21.99,PG-13,Harrison Bale,Animation
Past Suicides,2006,English             ,5,4.99,17.99,PG-13,Harrison Bale,Foreign
Perdition Fargo,2006,English             ,7,4.99,27.99,NC-17,Harrison Bale,Sports
Pluto Oleander,2006,English             ,5,4.99,9.99,R,Harrison Bale,New
Punk Divorce,2006,English             ,6,4.99,18.99,PG,Harrison Bale,Animation
Random Go,2006,English             ,6,2.99,29.99,NC-17,Harrison Bale,Sci-Fi
Rollercoaster Bringing,2006,English             ,5,2.99,13.99,PG-13,Harrison Bale,Horror
Rushmore Mermaid,2006,English             ,6,2.99,17.99,PG-13,Harrison Bale,Comedy
Sting Personal,2006,English             ,3,4.99,9.99,NC-17,Harrison Bale,New
Thief Pelican,2006,English             ,5,4.99,28.99,PG-13,Harrison Bale,Animation
Wagon Jaws,2006,English             ,7,2.99,17.99,PG,Harrison Bale,Documentary
Walls Artist,2006,English             ,7,4.99,19.99,PG,Harrison Bale,Children
Wedding Apollo,2006,English             ,3,0.99,14.99,PG,Harrison Bale,Documentary
Wonderland Christmas,2006,English             ,4,4.99,19.99,PG,Harrison Bale,Sci-Fi
Wyoming Storm,2006,English             ,6,4.99,29.99,PG-13,Harrison Bale,New
Argonauts Town,2006,English             ,7,0.99,12.99,PG-13,Dan Streep,Animation
Backlash Undefeated,2006,English             ,3,4.99,24.99,PG-13,Dan Streep,Children
Born Spinal,2006,English             ,7,4.99,17.99,PG,Dan Streep,Travel
Boulevard Mob,2006,English             ,3,0.99,11.99,R,Dan Streep,New
Bull Shawshank,2006,English             ,6,0.99,21.99,NC-17,Dan Streep,Action
Catch Amistad,2006,English             ,7,0.99,10.99,G,Dan Streep,Foreign
French Holiday,2006,English             ,5,4.99,22.99,PG,Dan Streep,Documentary
Frisco Forrest,2006,English             ,6,4.99,23.99,PG,Dan Streep,Sci-Fi
Grosse Wonderful,2006,English             ,5,4.99,19.99,R,Dan Streep,Music
Heavyweights Beast,2006,English             ,6,4.99,25.99,G,Dan Streep,Documentary
Holes Brannigan,2006,English             ,7,4.99,27.99,PG,Dan Streep,Sports
Igby Maker,2006,English             ,7,4.99,12.99,NC-17,Dan Streep,Travel
Jekyll Frogmen,2006,English             ,4,2.99,22.99,PG,Dan Streep,New
Jungle Closer,2006,English             ,6,0.99,11.99,NC-17,Dan Streep,New
Mixed Doors,2006,English             ,6,2.99,26.99,PG-13,Dan Streep,Foreign
Mummy Creatures,2006,English             ,3,0.99,15.99,NC-17,Dan Streep,Sports
Newsies Story,2006,English             ,4,0.99,25.99,G,Dan Streep,Documentary
Outfield Massacre,2006,English             ,4,0.99,18.99,NC-17,Dan Streep,Music
Panic Club,2006,English             ,3,4.99,15.99,G,Dan Streep,Horror
Roof Champion,2006,English             ,7,0.99,25.99,R,Dan Streep,Games
Shanghai Tycoon,2006,English             ,7,2.99,20.99,PG,Dan Streep,Travel
Steers Armageddon,2006,English             ,6,4.99,16.99,PG,Dan Streep,Sports
Vertigo Northwest,2006,English             ,4,2.99,17.99,R,Dan Streep,Comedy
Wanda Chamber,2006,English             ,7,4.99,23.99,PG-13,Dan Streep,Games
Aladdin Calendar,2006,English             ,6,4.99,24.99,NC-17,Renee Tracy,Sports
Alien Center,2006,English             ,5,2.99,10.99,NC-17,Renee Tracy,Foreign
Artist Coldblooded,2006,English             ,5,2.99,10.99,NC-17,Renee Tracy,Sports
Coma Head,2006,English             ,6,4.99,10.99,NC-17,Renee Tracy,Travel
Connection Microcosmos,2006,English             ,6,0.99,25.99,G,Renee Tracy,Comedy
Creepers Kane,2006,English             ,5,4.99,23.99,NC-17,Renee Tracy,Classics
Crusade Honey,2006,English             ,4,2.99,27.99,R,Renee Tracy,Sports
Desperate Trainspotting,2006,English             ,7,4.99,29.99,G,Renee Tracy,Travel
Doubtfire Labyrinth,2006,English             ,5,4.99,16.99,R,Renee Tracy,Foreign
Effect Gladiator,2006,English             ,6,0.99,14.99,PG,Renee Tracy,Family
Eyes Driving,2006,English             ,4,2.99,13.99,PG-13,Renee Tracy,Sci-Fi
Fire Wolves,2006,English             ,5,4.99,18.99,R,Renee Tracy,Games
Frida Slipper,2006,English             ,6,2.99,11.99,R,Renee Tracy,Foreign
Handicap Boondock,2006,English             ,4,0.99,28.99,R,Renee Tracy,Action
Hollywood Anonymous,2006,English             ,7,0.99,29.99,PG,Renee Tracy,Children
Hope Tootsie,2006,English             ,4,2.99,22.99,NC-17,Renee Tracy,Classics
Informer Double,2006,English             ,4,4.99,23.99,NC-17,Renee Tracy,Foreign
Invasion Cyclone,2006,English             ,5,2.99,12.99,PG,Renee Tracy,Children
Maguire Apache,2006,English             ,6,2.99,22.99,NC-17,Renee Tracy,Family
Million Ace,2006,English             ,4,4.99,16.99,PG-13,Renee Tracy,Classics
Quest Mussolini,2006,English             ,5,2.99,29.99,R,Renee Tracy,Action
Rage Games,2006,English             ,4,4.99,18.99,R,Renee Tracy,Family
Rocketeer Mother,2006,English             ,3,0.99,27.99,PG-13,Renee Tracy,Foreign
Rocky War,2006,English             ,4,4.99,17.99,PG-13,Renee Tracy,Drama
Secrets Paradise,2006,English             ,3,4.99,24.99,G,Renee Tracy,Family
Shane Darkness,2006,English             ,5,2.99,22.99,PG,Renee Tracy,Travel
Shawshank Bubble,2006,English             ,6,4.99,20.99,PG,Renee Tracy,Travel
Silence Kane,2006,English             ,7,0.99,23.99,R,Renee Tracy,Music
Smoking Barbarella,2006,English             ,7,0.99,13.99,PG-13,Renee Tracy,Documentary
Spirited Casualties,2006,English             ,5,0.99,20.99,PG-13,Renee Tracy,Sci-Fi
Sundance Invasion,2006,English             ,5,0.99,21.99,NC-17,Renee Tracy,Children
Thief Pelican,2006,English             ,5,4.99,28.99,PG-13,Renee Tracy,Animation
Untouchables Sunrise,2006,English             ,5,2.99,11.99,NC-17,Renee Tracy,Documentary
Arachnophobia Rollercoaster,2006,English             ,4,2.99,24.99,PG-13,Cuba Allen,Horror
Armageddon Lost,2006,English             ,5,0.99,10.99,G,Cuba Allen,Sci-Fi
Arsenic Independence,2006,English             ,4,0.99,17.99,PG,Cuba Allen,Travel
Badman Dawn,2006,English             ,6,2.99,22.99,R,Cuba Allen,Sci-Fi
Barbarella Streetcar,2006,English             ,6,2.99,27.99,G,Cuba Allen,Sci-Fi
Chaplin License,2006,English             ,7,2.99,26.99,NC-17,Cuba Allen,New
Chicago North,2006,English             ,6,4.99,11.99,PG-13,Cuba Allen,Games
Cincinatti Whisperer,2006,English             ,5,4.99,26.99,NC-17,Cuba Allen,Sci-Fi
Fiction Christmas,2006,English             ,4,0.99,14.99,PG,Cuba Allen,Foreign
Grosse Wonderful,2006,English             ,5,4.99,19.99,R,Cuba Allen,Music
Happiness United,2006,English             ,6,2.99,23.99,G,Cuba Allen,Foreign
King Evolution,2006,English             ,3,4.99,24.99,NC-17,Cuba Allen,Family
Lesson Cleopatra,2006,English             ,3,0.99,28.99,NC-17,Cuba Allen,Sports
Maker Gables,2006,English             ,4,0.99,12.99,PG-13,Cuba Allen,Children
Mannequin Worst,2006,English             ,3,2.99,18.99,PG-13,Cuba Allen,New
Metropolis Coma,2006,English             ,4,2.99,9.99,PG-13,Cuba Allen,Sci-Fi
Orange Grapes,2006,English             ,4,0.99,21.99,PG-13,Cuba Allen,Foreign
Papi Necklace,2006,English             ,3,0.99,9.99,PG,Cuba Allen,Travel
President Bang,2006,English             ,6,4.99,12.99,PG,Cuba Allen,Family
Robbers Joon,2006,English             ,7,2.99,26.99,PG-13,Cuba Allen,Children
Ship Wonderland,2006,English             ,5,2.99,15.99,R,Cuba Allen,Documentary
Strangelove Desire,2006,English             ,4,0.99,27.99,NC-17,Cuba Allen,Children
Velvet Terminator,2006,English             ,3,4.99,14.99,R,Cuba Allen,Comedy
War Notting,2006,English             ,7,4.99,26.99,G,Cuba Allen,Foreign
West Lion,2006,English             ,4,4.99,29.99,G,Cuba Allen,Drama
American Circus,2006,English             ,3,4.99,17.99,R,Warren Jackman,Action
Badman Dawn,2006,English             ,6,2.99,22.99,R,Warren Jackman,Sci-Fi
Beethoven Exorcist,2006,English             ,6,0.99,26.99,PG-13,Warren Jackman,Drama
Boondock Ballroom,2006,English             ,7,0.99,14.99,NC-17,Warren Jackman,Travel
Chill Luck,2006,English             ,6,0.99,17.99,PG,Warren Jackman,Drama
Commandments Express,2006,English             ,6,4.99,13.99,R,Warren Jackman,Horror
Coneheads Smoochy,2006,English             ,7,4.99,12.99,NC-17,Warren Jackman,Drama
Confessions Maguire,2006,English             ,7,4.99,25.99,PG-13,Warren Jackman,Drama
Grinch Massage,2006,English             ,7,4.99,25.99,R,Warren Jackman,Games
Hamlet Wisdom,2006,English             ,7,2.99,21.99,R,Warren Jackman,Sci-Fi
Heavyweights Beast,2006,English             ,6,4.99,25.99,G,Warren Jackman,Documentary
Hobbit Alien,2006,English             ,5,0.99,27.99,PG-13,Warren Jackman,Drama
Impact Aladdin,2006,English             ,6,0.99,20.99,PG-13,Warren Jackman,Music
Language Cowboy,2006,English             ,5,0.99,26.99,NC-17,Warren Jackman,Children
Lies Treatment,2006,English             ,7,4.99,28.99,NC-17,Warren Jackman,Drama
Meet Chocolate,2006,English             ,3,2.99,26.99,G,Warren Jackman,Foreign
Mermaid Insects,2006,English             ,5,4.99,20.99,NC-17,Warren Jackman,Sports
Monster Spartacus,2006,English             ,6,2.99,28.99,PG,Warren Jackman,Music
Name Detective,2006,English             ,5,4.99,11.99,PG-13,Warren Jackman,Games
Oleander Clue,2006,English             ,5,0.99,12.99,PG,Warren Jackman,Music
Oz Liaisons,2006,English             ,4,2.99,14.99,R,Warren Jackman,Animation
Potter Connecticut,2006,English             ,5,2.99,16.99,PG,Warren Jackman,Animation
Rocketeer Mother,2006,English             ,3,0.99,27.99,PG-13,Warren Jackman,Foreign
Runaway Tenenbaums,2006,English             ,6,0.99,17.99,NC-17,Warren Jackman,New
Shakespeare Saddle,2006,English             ,6,2.99,26.99,PG-13,Warren Jackman,Sports
Shepherd Midsummer,2006,English             ,7,0.99,14.99,R,Warren Jackman,Children
Ship Wonderland,2006,English             ,5,2.99,15.99,R,Warren Jackman,Documentary
Sky Miracle,2006,English             ,7,2.99,15.99,PG,Warren Jackman,Action
Submarine Bed,2006,English             ,5,4.99,21.99,R,Warren Jackman,Comedy
Superfly Trip,2006,English             ,5,0.99,27.99,PG,Warren Jackman,Travel
Town Ark,2006,English             ,6,2.99,17.99,R,Warren Jackman,Foreign
Vertigo Northwest,2006,English             ,4,2.99,17.99,R,Warren Jackman,Comedy
Basic Easy,2006,English             ,4,2.99,18.99,PG-13,Penelope Monroe,Travel
Bedazzled Married,2006,English             ,6,0.99,21.99,PG,Penelope Monroe,Family
Chinatown Gladiator,2006,English             ,7,4.99,24.99,PG,Penelope Monroe,New
Christmas Moonshine,2006,English             ,7,0.99,21.99,NC-17,Penelope Monroe,Children
Dares Pluto,2006,English             ,7,2.99,16.99,PG-13,Penelope Monroe,Animation
Dinosaur Secretary,2006,English             ,7,2.99,27.99,R,Penelope Monroe,Family
Doctor Grail,2006,English             ,4,2.99,29.99,G,Penelope Monroe,Children
Driving Polish,2006,English             ,6,4.99,21.99,NC-17,Penelope Monroe,Music
Hellfighters Sierra,2006,English             ,3,2.99,23.99,PG,Penelope Monroe,Foreign
Holocaust Highball,2006,English             ,6,0.99,12.99,R,Penelope Monroe,Children
Juggler Hardly,2006,English             ,4,0.99,14.99,PG-13,Penelope Monroe,Animation
Leathernecks Dwarfs,2006,English             ,6,2.99,21.99,PG-13,Penelope Monroe,Travel
Money Harold,2006,English             ,3,2.99,17.99,PG,Penelope Monroe,New
Orange Grapes,2006,English             ,4,0.99,21.99,PG-13,Penelope Monroe,Foreign
Order Betrayed,2006,English             ,7,2.99,13.99,PG-13,Penelope Monroe,Travel
Park Citizen,2006,English             ,3,4.99,14.99,PG-13,Penelope Monroe,Action
Pittsburgh Hunchback,2006,English             ,4,4.99,17.99,PG-13,Penelope Monroe,Family
Poseidon Forever,2006,English             ,6,4.99,29.99,PG-13,Penelope Monroe,Sports
Range Moonwalker,2006,English             ,3,4.99,25.99,PG,Penelope Monroe,Family
Rear Trading,2006,English             ,6,0.99,23.99,NC-17,Penelope Monroe,Action
Reef Salute,2006,English             ,5,0.99,26.99,NC-17,Penelope Monroe,Horror
Rouge Squad,2006,English             ,3,0.99,10.99,NC-17,Penelope Monroe,Games
Spirit Flintstones,2006,English             ,7,0.99,23.99,R,Penelope Monroe,Horror
Tomatoes Hellfighters,2006,English             ,6,0.99,23.99,PG,Penelope Monroe,Travel
Tourist Pelican,2006,English             ,4,4.99,18.99,PG-13,Penelope Monroe,Sports
